id,pierwsze_imie,drugie_imie,nazwisko,id_komitetu
1247,Halina,Maria,WĄSOWSKA-SCHIRMER,2
1248,Bogusław,Tadeusz,PACHNIOWSKI,2
1249,Barbara,Grażyna,CICHAŃSKA,2
1250,Andrzej,,LOREK,2
1251,Stanisław,,PATER,2
1252,Danuta,Anna,BALCERZYK,2
1253,Jacek,Józef,GWÓŹDŹ,2
1254,Jerzy,Stanisław,MAJKA,2
1255,Urszula,Danuta,AUGUSTYN,2
1256,Robert,Marian,WARDZAŁA,2
1257,Jacek,Paweł,PAJĄK,2
1258,Lech,Jerzy,PANKIEWICZ,2
1259,Barbara,Maria,KRUPA,2
1260,Grzegorz,Maciej,CYGONIK,2
1261,Jolanta,Agata,KRAMARCZYK,2
1262,Krzysztof,Tadeusz,JANAS,2
1263,Anna,Beata,POLAŃSKA,2
1264,Adam,Marian,KRAMARCZYK,2
1265,Rafał,Leszek,ROJEWSKI,2
1266,Łukasz,,SADKIEWICZ,2
1267,Piotr,,SZKLARSKI,2
1268,Magdalena,Joanna,ŁACNA,2
1269,Oliwia,Julia,BŁESZYŃSKA,2
1270,Tomasz,Antoni,KLUZA,2
1271,Dominika,Kinga,GONDEK-PODOSEK,2
1272,Bogusław,,SAMBOR,2
1273,Marcin,Piotr,KIERWIŃSKI,2
1274,Elżbieta,Teresa,GAPIŃSKA,2
1275,Beata,Małgorzata,RUSINOWSKA,2
1276,Adam,,KRZEMIŃSKI,2
1277,Agnieszka,,KORAJCZYK-SZYPERSKA,2
1278,Dariusz,,ZIELSKI,2
1279,Marcin,,BACZEWSKI,2
1280,Arkadiusz,,GMURCZYK,2
1281,Małgorzata,Zofia,RZEPLIŃSKA,2
1282,Rafał,,CIESIELSKI,2
1283,Kinga,,LEGIĘĆ-DOROBA,2
1284,Rafał,Mariusz,WOŹNOWSKI,2
1285,Katarzyna,Joanna,KWARCIŃSKA-KULIS,2
1286,Urszula,Henryka,PAWLAK,2
1287,Wiktor,,ONISZK,2
1288,Paulina,Ada,ADAMIAK,2
1289,Marcin,Hubert,PIOTROWSKI,2
1290,Mariusz,,POGONOWSKI,2
1291,Stanisław,Władysław,PIETRASZEK,2
1292,Wiesław,Mariusz,RABOSZUK,2
1293,Joanna,Grażyna,KLUZIK-ROSTKOWSKA,2
1294,Leszek,Jan,RUSZCZYK,2
1295,Anna,Maria,BIAŁKOWSKA,2
1296,Małgorzata,Anna,WOŹNIAK,2
1297,Konrad,Mirosław,FRYSZTAK,2
1298,Andrzej,Jacek,OZIĘBŁO,2
1299,Magdalena,Beata,NOWACKA,2
1300,Mieczysław,,MACIĄG,2
1301,Iwona,Małgorzata,ŁUKASIEWICZ,2
1302,Bartłomiej,Antoni,MAJCHER,2
1303,Marek,,WARCHOŁ,2
1304,Adam,Paweł,PAŁGAN,2
1305,Barbara,,KWIATKOWSKA,2
1306,Agnieszka,Violeta,DENKIEWICZ,2
1307,Mariola,Izabela,SZYMCZYK,2
1308,Wojciech,Bogdan,KUTYŁA,2
1309,Elżbieta,Teresa,SZCZEPANIAK,2
1310,Tomasz,Józef,ŚMIETANKA,2
1311,Kamila,,GASIUK-PIHOWICZ,2
1312,Czesław,,MROCZEK,2
1313,Krzysztof,Andrzej,CHABERSKI,2
1314,Mariusz,Piotr,POPIELARZ,2
1315,Jarosław,,GRENDA,2
1316,Zbigniew,,KAMIŃSKI,2
1317,Alicja,Emilia,CICHOŃ,2
1318,Wiesław,Andrzej,KALICKI,2
1319,Daniel,Rafał,RYJEWSKI,2
1320,Dariusz,Leon,ŻOCHOWSKI,2
1321,Ryszard,,DZIADAK,2
1322,Grzegorz,Stefan,KOBYLIŃSKI,2
1323,Bożena,,SAWICKA,2
1324,Robert,,SOBIECH,2
1325,Klaudia,,PRUSACZYK,2
1326,Bartosz,Kamil,TRUSZKOWSKI,2
1327,Mateusz,,OBŁUDKA,2
1328,Agnieszka,Joanna,WNOROWSKA,2
1329,Maciej,Mirosław,WÓJCIK,2
1330,Dorota,,JASTRZĘBSKA,2
1331,Katarzyna,,FALKOWSKA,2
1332,Emilia,,KOZIOŁ,2
1333,Marta,,KAWKA,2
1334,Sybilla,Stanisława,DANILUK,2
1335,Małgorzata,Maria,KIDAWA-BŁOŃSKA,2
1336,Katarzyna,Anna,LUBNAUER,2
1337,Dariusz,Kajetan,ROSATI,2
1338,Joanna,,FABISIAK,2
1339,Jarosław,Sergiusz,SZOSTAKOWSKI,2
1340,Katarzyna,Maria,PIEKARSKA,2
1341,Michał,Roch,SZCZERBA,2
1342,Sławomir,,POTAPOWICZ,2
1343,Urszula,Sara,ZIELIŃSKA,2
1344,Roman,Jacek,KOSECKI,2
1345,Paweł,Rafał,POTOROCZYN,2
1346,Alicja,,DĄBROWSKA,2
1347,Klaudia,Krystyna,JACHIRA,2
1348,Krzysztof,Piotr,SKOLIMOWSKI,2
1349,Dorota,Ewa,ŁOBODA,2
1350,Bożena,Maria,MANARCZYK,2
1351,Wojciech,Józef,BORKOWSKI,2
1352,Sylwia,,KRAJEWSKA,2
1353,Dawid,,KACPRZYK,2
1354,Jolanta,,MIŚKIEWICZ,2
1355,Krzysztof,Stanisław,LUFT,2
1356,Bogusław,Kazimierz,ŁOBACZ,2
1357,Jerzy,Norbert,SKRZECZ,2
1358,Marta,Katarzyna,TURSKA,2
1359,Arkadiusz,,PIOTROWSKI,2
1360,Agnieszka,Monika,WYRWAŁ,2
1361,Anna,,RUDZIAK,2
1362,Anna,Elżbieta,SAMCZYK,2
1363,Lilianna,Irena,LACH,2
1364,Ilona,Joanna,ŁĄCKA,2
1365,Igor,,ROGULSKI,2
1366,Edyta,Róża,LEŚNIAK,2
1367,Aleksander,,WASYLUK,2
1368,Patrycja,Maria,CHMIEL,2
1369,Tadeusz,Edward,ROSS,2
1370,Paweł,Konrad,WOJDA,2
1371,Anna,Małgorzata,STELMASZYK,2
1372,Myroslava,,KERYK,2
1373,Łukasz,,KRASOŃ,2
1374,Aleksandra,Małgorzata,GAJEWSKA,2
1375,Jan,Stanisław,GRABIEC,2
1376,Paweł,Ksawery,ZALEWSKI,2
1377,Kinga,Magdalena,GAJEWSKA,2
1378,Maciej,Grzegorz,LASEK,2
1379,Jacek,Grzegorz,WIŚNIEWSKI,2
1380,Piotr,Franciszek,NIEMCZYK,2
1381,Katarzyna,Albina,SZOSTAK,2
1382,Jolanta,Maria,KOCZOROWSKA,2
1383,Krzysztof,Adam,RZYMAN,2
1384,Artur,Stanisław,KOŁOSOWSKI,2
1385,Ewa,Małgorzata,KRAWCZYK-DĘBIEC,2
1386,Wojciech,,HERNER,2
1387,Halina,Justyna,BONECKA,2
1388,Tomasz,Paweł,SZTURO,2
1389,-,MIKULSKA,ORZECHOWSKA,2
1390,Piotr,Michał,WASILEWSKI,2
1391,Magdalena,Jadwiga,MIERZEJEWSKA-WAŚ,2
1392,Patryk,Jan,LUBOIŃSKI,2
1393,Olga,,WIERZBICKA,2
1394,Patryk,,WYDURSKI,2
1395,Maja,Magdalena,WINIARSKA-CZAJKOWSKA,2
1396,Karol,,BIELEC,2
1397,Grzegorz,Rafał,KAMIŃSKI,2
1398,Piotr,,KANDYBA,2
1399,Witold,Maciej,ZEMBACZYŃSKI,2
1400,Tomasz,Tadeusz,KOSTUŚ,2
1401,Elżbieta,Maria,BIEŃ,2
1402,Ryszard,Jan,WILCZYŃSKI,2
1403,Monika,Małgorzata,JUREK,2
1404,Rajmund,Tadeusz,MILLER,2
1405,Robert,,WĘGRZYN,2
1406,Zbigniew,Józef,ZIÓŁKO,2
1407,Artur,,NOWAK,2
1408,Tadeusz,Franciszek,GOC,2
1409,Janusz,Roman,TRZEPIZUR,2
1410,Joanna,Krystyna,NIEDŹWIEDŹ,2
1411,Monika,,OŻÓG,2
1412,Małgorzata,Ewa,BESZ-JANICKA,2
1413,Adrian,Marcin,SULIKOWSKI,2
1414,Leokadia,Albina,KUBALAŃCA,2
1415,Henryk,Paweł,MAŁEK,2
1416,Grażyna,,GRABOWSKA-ŚWIĘS,2
1417,Dragomir,Antoni,RUDY,2
1418,Ewa,Helena,MUC-KLIMEK,2
1419,Adam,Piotr,RACZYŃSKI,2
1420,Rafał,Krzysztof,KAMPA,2
1421,Dariusz,Piotr,GAJEWSKI,2
1422,Barbara,Ewa,KAMIŃSKA,2
1423,Joanna,Zofia,FRYDRYCH,2
1424,Marek,Zdzisław,RZĄSA,2
1425,Wojciech,Aleksander,BLECHARCZYK,2
1426,Józef,,SZKOŁA,2
1427,Adam,,WOŚ,2
1428,Ewa,Stefania,SAWICKA,2
1429,Antoni,Stanisław,PIKUL,2
1430,Barbara,Maria,BALON,2
1431,Jan,Władysław,ZYCH,2
1432,Iwona,Janina,HOLCMAN,2
1433,Roman,Władysław,KARAŚ,2
1434,Marian,Jerzy,RYZNAR,2
1435,Krzysztof,Józef,KŁAK,2
1436,Maria,Anna,SŁOWIK,2
1437,Michał,Albert,JUREK,2
1438,Krzysztof,Adam,WOTA,2
1439,Grażyna,Dorota,KOSTKA,2
1440,Marzena,Karolina,KNAP,2
1441,Tomasz,,BIAŁY,2
1442,Izabela,Krystyna,ZAWOJSKA,2
1443,Dariusz,Wojciech,WOJAKOWSKI,2
1444,Waldemar,,ZADWORNY,2
1445,Paweł,Janusz,PONCYLJUSZ,2
1446,Zdzisław,,GAWLIK,2
1447,Krystyna,,SKOWROŃSKA,2
1448,Renata,Celina,BUTRYN,2
1449,Teresa,Krystyna,KUBAS-HUL,2
1450,Józef,,GDAŃSKI,2
1451,Krzysztof,Piotr,PITRA,2
1452,Marek,Jerzy,USTROBIŃSKI,2
1453,Jakub,Bartłomiej,KARYŚ,2
1454,Barbara,,ZYCH,2
1455,Marcin,,JURZYSTA,2
1456,Danuta,Waleria,STĘPIEŃ,2
1457,Marcin,,DERĘGOWSKI,2
1458,Dominik,,BĄK,2
1459,Krzysztof,,OŻÓG,2
1460,Jakub,Albert,KOPYTO,2
1461,Krzysztof,Romuald,LIPCZYŃSKI,2
1462,Aneta,Anna,KRAJEWSKA,2
1463,Jolanta,Teresa,OMIETOŃSKA,2
1464,Jolanta,Stanisława,KOLANO,2
1465,Artur,Stanisław,OLCHAWA,2
1466,Przemysław,Wojciech,PRZYBYŁ,2
1467,Ewa,Maria,SAWIC,2
1468,Augustyna,Maria,KANISZEWSKA,2
1469,Urszula,Małgorzata,OWSIANY,2
1470,Janusz,,PŁODZIEŃ,2
1471,Katarzyna,,PALUCH,2
1472,Anna,Jolanta,ROGOWSKA,2
1473,Dariusz,,ŻMUDA,2
1474,Paweł,Leopold,PAZDAN,2
1475,Robert,,TYSZKIEWICZ,2
1476,Krzysztof,,TRUSKOLASKI,2
1477,Bożena,,KAMIŃSKA,2
1478,Maciej,Andrzej,BORYSEWICZ,2
1479,Eugeniusz,,CZYKWIN,2
1480,Jolanta,,DEN,2
1481,Krzysztof,Janusz,BIL-JARUZELSKI,2
1482,Leszek,Stanisław,CIEŚLIK,2
1483,Joanna,Dorota,ŁAWROWSKA,2
1484,Tadeusz,Zenon,NOWAK,2
1485,Bożena,Teresa,ZWOLIŃSKA,2
1486,Jacek,,PIORUNEK,2
1487,Mateusz,Damian,GUTOWSKI,2
1488,Andrzej,,RAŚ,2
1489,Halina,,ROSZKOWSKA,2
1490,Franciszek,Krzysztof,ŻERO,2
1491,Stanisław,Adam,DOLIWA,2
1492,Dorota,,SASINOWSKA,2
1493,Katarzyna,,KARASZEWSKA,2
1494,Marek,,SAMUL,2
1495,Paulina,,PYRKO,2
1496,Bronisław,,TALKOWSKI,2
1497,Jolanta,,SZCZYGIEŁ-ROGOWSKA,2
1498,Łukasz,,TARGOŃSKI,2
1499,Alicja,,ŁEPKOWSKA-GOŁAŚ,2
1500,Wioletta,Maria,KARCZEWSKA,2
1501,Beata,,MALINOWSKA,2
1502,Tomasz,,CIMOSZEWICZ,2
1503,Sławomir,Arkadiusz,NEUMANN,2
1504,Jarosław,Leszek,WAŁĘSA,2
1505,Agnieszka,Dominika,POMASKA,2
1506,Piotr,,ADAMOWICZ,2
1507,Małgorzata,,CHMIEL,2
1508,Józef,Leon,SARNOWSKI,2
1509,Jerzy,Stanisław,BOROWCZAK,2
1510,Piotr,,WIDZ,2
1511,Piotr,Paweł,BAUĆ,2
1512,Piotr,Wojciech,BAGIŃSKI,2
1513,Małgorzata,Joanna,WÓJCIK,2
1514,Monika,Katarzyna,GANCAREWICZ,2
1515,Krzysztof,,LISEK,2
1516,Stefan,Leon,SKONIECZNY,2
1517,Jacek,Wojciech,MICHALSKI,2
1518,Beata,Maria,KACPROWICZ,2
1519,Jan,Edward,KULAS,2
1520,Alicja,,HANDKE-OWSIAK,2
1521,Agata,Anna,CZYŻEWSKA,2
1522,Natalia,Zuzanna,POBŁOCKA,2
1523,Mariusz,,ŚLEDŹ,2
1524,Lucyna,,MAJ,2
1525,Roman,Kazimierz,REZMEROWSKI,2
1526,Ewa,,LIEDER,2
1527,Barbara,Anna,NOWACKA,2
1528,Kazimierz,Florian,PLOCKE,2
1529,Zbigniew,Marek,KONWIŃSKI,2
1530,Henryka,Krystyna,KRZYWONOS-STRYCHARSKA,2
1531,Leszek,Jacek,BONNA,2
1532,Tadeusz,,AZIEWICZ,2
1533,Grzegorz,Witold,FURGO,2
1534,Radomir,,SZUMEŁDA,2
1535,Janina,,KWIECIEŃ,2
1536,Danuta,Krystyna,WAWROWSKA,2
1537,Rafał,Bogusław,SZLAS,2
1538,Arkadiusz,Wacław,DZIERŻYŃSKI,2
1539,Krystyna,,ŁUCZYCKA,2
1540,Marika,,DOMOZYCH,2
1541,Andrzej,Franciszek,STRUK,2
1542,Karolina,Justyna,SZCZYGIEŁ,2
1543,Iwona,Teresa,MIELEWCZYK,2
1544,Jaromir,Jacek,SZROEDER,2
1545,Jolanta,Maria,KALINOWSKA,2
1546,Anna,Monika,WOJTUNIK,2
1547,Elżbieta,,SINGER,2
1548,Iwona,Maria,RYCKIEWICZ,2
1549,Adam,,BONDARENKO,2
1550,Hubert,Konrad,NAMYŚLAK,2
1551,Tomasz,Szczepan,SOPYŁŁO,2
1552,Igor,,SKÓRZYBÓT,2
1553,Piotr,Witold,WITTBRODT,2
1554,Marek,Artur,DĄBKOWSKI,2
1555,Mirosława,,NYKIEL,2
1556,Małgorzata,Anna,PĘPEK,2
1557,Mirosław,Tadeusz,SUCHOŃ,2
1558,Andrzej,Jan,MOLIN,2
1559,Edyta,Teresa,GŁOMBEK,2
1560,Gabriela,Maria,LAZAREK,2
1561,Dariusz,Stanisław,MICHASIÓW,2
1562,Rafał,Paweł,RYPLEWICZ,2
1563,Łukasz,Antoni,GIERTLER,2
1564,Marcin,Rafał,ŚLĘK,2
1565,Ewa,,KASZOK,2
1566,Jerzy,Marcin,PIJANOWSKI,2
1567,Karolina,Józefa,KRZYŻAK,2
1568,Beata,Anna,ŁUKOWICZ,2
1569,Bogdan,Tomasz,DESOŃ,2
1570,Bronisław,,JAFERNIK,2
1571,Dorota,Maria,PIEGZIK-IZYDORCZYK,2
1572,Maciej,Tadeusz,TOMCZYKIEWICZ,2
1573,Izabela,Dorota,LESZCZYNA,2
1574,Andrzej,,SZEWIŃSKI,2
1575,Marta,Maria,SALWIERAK,2
1576,Halina,Leokadia,ROZPONDEK,2
1577,Gabriel,Jan,PODBIOŁ,2
1578,Jolanta,Małgorzata,URBAŃSKA,2
1579,Dominik,Bogusz,KABUS,2
1580,Marzena,Monika,MANISZEWSKA,2
1581,Tomasz,Artur,STEFAŃCZYK,2
1582,Marcin,,BIERNAT,2
1583,Renata,Maria,STASIAK-BETLEJEWSKA,2
1584,Marcin,,ŚWITAŁA,2
1585,Edyta,Wiesława,CIURA,2
1586,Jarosław,Wacław,LASECKI,2
1587,Marta,Joanna,GOLBIK,2
1588,Krystyna,Maria,SZUMILAS,2
1589,Tomasz,Marian,GŁOGOWSKI,2
1590,Paweł,Bronisław,KOBYLIŃSKI,2
1591,Marek,Jan,PSZONAK,2
1592,Tomasz,Andrzej,OLICHWER,2
1593,Jarosław,Krzysztof,MARCINIAK,2
1594,Marek,Andrzej,PINKAS,2
1595,Krzysztof,Piotr,GAWENDA,2
1596,Tomasz,,REWKOWSKI,2
1597,Zbigniew,Jacek,WYGODA,2
1598,Norbert,Jan,RESPONDEK,2
1599,Natalia,Roksana,JUSZCZAK,2
1600,Ewa,Anna,NIERYCHŁO,2
1601,Justyna,Anna,KRONSTEDT,2
1602,Urszula,Maria,WIĘCKOWSKA,2
1603,Jolanta,Zdzisława,DZIUK,2
1604,Leszek,Janusz,JODLIŃSKI,2
1605,Marek,Grzegorz,KRZĄKAŁA,2
1606,Krzysztof,Jan,GADOWSKI,2
1607,Gabriela,Teresa,LENARTOWICZ,2
1608,Anna,Małgorzata,GASZKA,2
1609,Bartłomiej,Józef,GABRYŚ,2
1610,Marek,Bogusław,PROFASKA,2
1611,Halina,Maria,KANTOR,2
1612,Mirosław,Leszek,KOZIELSKI,2
1613,Grzegorz,Sebastian,SERWATKA,2
1614,Mirosław,Piotr,DUŻY,2
1615,Wojciech,Piotr,KILJAŃCZYK,2
1616,Joanna,Ewa,SKOWRON,2
1617,Beata,Katarzyna,RZACZEK,2
1618,Olga,Maria,POLOK,2
1619,Jerzy,Mieczysław,JELONEK,2
1620,Weronika,Małgorzata,PIEKOSZOWSKA,2
1621,Gabriela,Agnieszka,WŁASIEWICZ,2
1622,Krzysztof,Michał,DYBIEC,2
1623,Borys,Piotr,BUDKA,2
1624,Ewa,Edyta,KOŁODZIEJ,2
1625,Marek,Krzysztof,WÓJCIK,2
1626,Monika,Anna,ROSA,2
1627,Wojciech,Piotr,KRÓL,2
1628,Urszula,Magdalena,KOSZUTSKA,2
1629,Michał,Sebastian,GRAMATYKA,2
1630,Marek,Stanisław,KOPEL,2
1631,Marta,Magdalena,BAINKA,2
1632,Łukasz,Andrzej,ŚCIEBIOROWSKI,2
1633,Elżbieta,Apolonia,PIERZCHAŁA,2
1634,Przemysław,,SOBIESZCZUK,2
1635,Anna,,ZASADA-CHORAB,2
1636,Bartosz,Artur,KARCZ,2
1637,Michał,Antoni,PALKA,2
1638,Alina,Irena,BEDNARZ,2
1639,Karina,Bernardyna,SIWIEC-MAGIELNICKA,2
1640,Łukasz,Wojciech,WODARSKI,2
1641,Danuta,Maria,KONTNY,2
1642,Małgorzata,Ewa,GOŚCINIAK,2
1643,Grażyna,Danuta,KULIK,2
1644,Katarzyna,Barbara,BŁASZCZYK-DOMAŃSKA,2
1645,Lesława,Anna,NOWOCIŃSKA,2
1646,Krzysztof,Adam,SZULC,2
1647,Wojciech,Paweł,SAŁUGA,2
1648,Barbara,,DOLNIAK,2
1649,Mateusz,Andrzej,BOCHENEK,2
1650,Anna,Ewa,NEMŚ,2
1651,Marek,Romuald,WĘGRZYNOWICZ,2
1652,Bożena,Irena,ŁAPAJ,2
1653,Maciej,Artur,KLIMEK,2
1654,Teresa,Mieczysława,KOSMALA-GĄSIOR,2
1655,Marcin,Jakub,ZAPART,2
1656,Paweł,,SZCZEPANEK,2
1657,Ryszard,Tadeusz,MILEJ,2
1658,Jarosław,Jacek,SOCHACKI,2
1659,Renata,Janina,SOLIPIWKO,2
1660,Ewa,Barbara,SKOTALCZYK,2
1661,Marcin,Bernard,JANECZEK,2
1662,Małgorzata,Agata,OCHĘDUSZKO-LUDWIK,2
1663,Elżbieta,Joanna,LIEGMANN,2
1664,Jolanta,Izabela,MOĆKO,2
1665,Bartłomiej,Henryk,SIENKIEWICZ,2
1666,Adam,Zbigniew,CYRAŃSKI,2
1667,Marzena,,OKŁA-DREWNOWICZ,2
1668,Artur,Daniel,GIERADA,2
1669,Agata,Ewa,WOJDA,2
1670,Jerzy,Zbigniew,MATEREK,2
1671,Lucjan,Marek,PIETRZCZYK,2
1672,Michał,Jerzy,BRAUN,2
1673,Maciej,Robert,KMITA,2
1674,Edyta,Anna,HANDZE,2
1675,Michał,Ryszard,CICHOCKI,2
1676,Mirosław,,DZIAREK,2
1677,Andrzej,Franciszek,ZOCH,2
1678,Łukasz,,MADERAK,2
1679,Józef,,BRYK,2
1680,Eugeniusz,Wacław,ŁATA,2
1681,Anna,Czesława,SIOJA,2
1682,Gabriela,Karolina,PUSTUŁ,2
1683,Robert,Paweł,JARKIEWICZ,2
1684,Avetis,,MNOYAN,2
1685,Dorota,Joanna,GRUSZKA,2
1686,Maciej,Stanisław,KLESYK,2
1687,Katarzyna,Monika,GERMAN-SZCZUKIEWICZ,2
1688,Norbert,,KRZYSTANEK,2
1689,Teresa,,DZIOPA,2
1690,Anna,Maria,DZIEWANOWSKA,2
1691,Dawid,Zdzisław,BATOR,2
1692,Jakub,,DAJCZER,2
1693,Dorota,Marzena,ŁUKAWSKA,2
1694,Zofia,Teresa,JAROSZEK,2
1695,Izabela,Krystyna,BUSZEWICZ,2
1696,Sławomir,Sylwester,GĄGOROWSKI,2
1697,Jacek,,PROTAS,2
1698,Bernadeta,Justyna,HORDEJUK,2
1699,Elżbieta,Kazimiera,GELERT,2
1700,Piotr,,CIEŚLIŃSKI,2
1701,Ewa,Barbara,DEMBEK,2
1702,Katarzyna,,KRÓLAK,2
1703,Marian,,JANICKI,2
1704,Leszek,Jan,DZIĄG,2
1705,Elżbieta,,ZABŁOCKA,2
1706,Antoni,,CZYŻYK,2
1707,Ryszard,,KOWALSKI,2
1708,Krystyna,,JANCZEWSKA,2
1709,Marek,,BORKOWSKI,2
1710,Angelika,Jolanta,DOMAŃSKA,2
1711,Łukasz,,PIŚKIEWICZ,2
1712,Miron,,SYCZ,2
1713,Janusz,Władysław,CICHOŃ,2
1714,Anna,,WASILEWSKA,2
1715,Mirosław,Józef,PAMPUCH,2
1716,Paweł,,PAPKE,2
1717,Anna,,WOJCIECHOWSKA,2
1718,Artur,Zenon,WROCHNA,2
1719,Igor,,CHMIELIŃSKI,2
1720,Marek,,KONOPKA,2
1721,Małgorzata,,CZOPIŃSKA,2
1722,Edmund,,LIPNICKI,2
1723,Elżbieta,Maria,GÓRALSKA,2
1724,Małgorzata,Dorota,OFIERSKA,2
1725,Ewa,Katarzyna,MAKSYMOWICZ,2
1726,Zbigniew,Jan,MIERUŃSKI,2
1727,Bartłomiej,Artur,KŁOCZKO,2
1728,Tadeusz,,CIBORSKI,2
1729,Adam,Stanisław,RAMOTOWSKI,2
1730,Magdalena,,LEWKOWICZ,2
1731,Beata,Katarzyna,WAŚ,2
1732,Marcin,Andrzej,KUCHCIŃSKI,2
1733,Mariusz,Sebastian,WITCZAK,2
1734,Jarosław,Piotr,URBANIAK,2
1735,Bożena,Katarzyna,HENCZYCA,2
1736,Grzegorz,Stanisław,RUSIECKI,2
1737,Marzena,Katarzyna,BUDNIK,2
1738,Milena,Magdalena,KOWALSKA,2
1739,Szymon,,JAKUBOWSKI,2
1740,Piotr,,KUSIAKIEWICZ,2
1741,Daniel,Adam,MOEGLICH,2
1742,Stanisław,Franciszek,MARTUZALSKI,2
1743,Aleksander,Stanisław,SOWA,2
1744,Marcin,Andrzej,GAGATEK,2
1745,Marzena,Renata,WODZIŃSKA,2
1746,Sławomir,,SZYMAŃSKI,2
1747,Wojciech,,WYSOGLĄD,2
1748,Marcin,,BARCZYK,2
1749,Aleksander,Piotr,KOŁODZIEJ,2
1750,Mariusz,Marek,CHOJNACKI,2
1751,Magdalena,Izabela,WALCZAK,2
1752,Ewa,,DZIUBKA,2
1753,Urszula,Maria,BALCER,2
1754,Adriana,Irena,MACHOWIAK,2
1755,Zuzanna,,MOCEK,2
1756,Alicja,,ŁUCZAK,2
1757,Tomasz,Piotr,NOWAK,2
1758,Miłosława,Dorota,STĘPIEŃ,2
1759,Paulina,,HENNIG-KLOSKA,2
1760,Artur,Piotr,MOKRACKI,2
1761,Ireneusz,,NIEWIAROWSKI,2
1762,Grzegorz,Józef,CIESIELSKI,2
1763,Andrzej,,SZURGOT,2
1764,Barbara,,KUBIAK,2
1765,Piotr,,GAŁAN,2
1766,Hieronim,Michał,URBANEK,2
1767,Danuta,,WINIARSKA,2
1768,Inez,Magdalena,NISZCZAK,2
1769,Piotr,,KUBISIAK,2
1770,Alicja,Teresa,MAREK,2
1771,Stefan,Julian,ŚMIGASZEWSKI,2
1772,Żanetta,Magdalena,MATLEWSKA,2
1773,Mariola,,BUDZIŃSKA,2
1774,Dariusz,Józef,PILAK,2
1775,Maria,Małgorzata,JANYSKA,2
1776,Jakub,Adam,RUTNICKI,2
1777,Iwona,Maria,KAMIŃSKA-LECH,2
1778,Zbigniew,Czesław,AJCHLER,2
1779,Killion,Munzele,MUNYAMA,2
1780,Henryk,Marian,SZOPIŃSKI,2
1781,Dorota,Ewa,TUŁODZIECKA-ADAMS,2
1782,Janusz,,MROZKOWIAK,2
1783,Karolina,,URYZAJ,2
1784,Krzysztof,,POSZWA,2
1785,Artur,Łukasz,WRÓBLEWSKI,2
1786,Tomasz,Marek,WOJCIECHOWSKI,2
1787,Lidia,,NOWAKOWSKA,2
1788,Arkadiusz,Jerzy,DOLECKI,2
1789,Magdalena,,SROKA,2
1790,Agnieszka,Małgorzata,KOWALSKA,2
1791,Maria,Małgorzata,JEWSZEL-CHABERSKA,2
1792,Rafał,Maciej,LIPSKI,2
1793,Joanna,,JAŚKOWIAK,2
1794,Rafał,Szymon,GRUPIŃSKI,2
1795,Adam,Stanisław,SZŁAPKA,2
1796,Waldy,,DZIKOWSKI,2
1797,Agata,Hanna,GUTORSKA,2
1798,Szymon,Jerzy,ZIÓŁKOWSKI,2
1799,Izabela,Anna,JANICKA,2
1800,Marta,,MAZUREK,2
1801,Maciej,Maria,WITUSKI,2
1802,Arkady,Elpidio,FIEDLER,2
1803,Karolina,Urszula,FABIŚ-SZULC,2
1804,Marek,Jerzy,PANKOWSKI,2
1805,Magdalena,Anna,KOSAKOWSKA,2
1806,Nina,Magdalena,WIECZOREK,2
1807,Bartłomiej,Zdzisław,IGNASZEWSKI,2
1808,Dawid,Paweł,MURAWA,2
1809,Beata,,KARCZEWSKA-KRZEMIŃSKA,2
1810,Wioletta,,CYBULSKA,2
1811,Izabela,,SADYŚ,2
1812,Franciszek,Wojciech,STERCZEWSKI,2
1813,Piotr,Benedykt,ZIENTARSKI,2
1814,Tomasz,,CZUCZAK,2
1815,Marek,Tomasz,HOK,2
1816,Barbara,Anna,GRYGORCEWICZ,2
1817,Paweł,,SUSKI,2
1818,Adam,,OSTASZEWSKI,2
1819,Elżbieta,Wiesława,KARLIŃSKA,2
1820,Tomasz,,STRZĄBAŁA,2
1821,Wioletta,,KASZAK,2
1822,Jacek,Jerzy,KOZŁOWSKI,2
1823,Marek,Tomasz,FIRKOWSKI,2
1824,Marcin,Sylwester,URBANIAK,2
1825,Danuta,Zofia,BUTRYM,2
1826,Małgorzata,,LEŚNIEWSKA,2
1827,Anna,,BAŃKOWSKA,2
1828,Jerzy,,HARDIE-DOUGLAS,2
1829,Sławomir,Witold,NITRAS,2
1830,Arkadiusz,,MARCHEWKA,2
1831,Norbert,Piotr,OBRYCKI,2
1832,Artur,Jarosław,ŁĄCKI,2
1833,Magdalena,,FILIKS,2
1834,Grzegorz,Bernard,NAPIERALSKI,2
1835,Elżbieta,,JABŁOŃSKA,2
1836,Teresa,,KALINA,2
1837,Robert,,SUCHARZEWSKI,2
1838,Wojciech,Jan,ŁEBIŃSKI,2
1839,Marek,Zdzisław,STANKIEWICZ,2
1840,Zbigniew,Jacek,CHOJECKI,2
1841,Zygmunt,,SIARKIEWICZ,2
1842,-,SZAWIEL,LALAK,2
1843,Hubert,,ANDRYCH,2
1844,Joanna,,NAPIWODZKA,2
1845,Wiktor,,TOŁOCZKO,2
1846,Piotr,,RĘBACZ,2
1847,Wioletta,,DRZEWIŃSKA,2
1848,Damian,,WALCZAK,2
